id,text,type,option
pseudo.pseudo_temple_torment_2,Has Room: Torture Cages (Tier 2),pseudo,"{'options': [{'id': 1, 'text': 'Open Room'}, {'id': 2, 'text': 'Closed Room'}]}"
pseudo.pseudo_temple_torment_3,Has Room: Sadist's Den (Tier 3),pseudo,"{'options': [{'id': 1, 'text': 'Open Room'}, {'id': 2, 'text': 'Closed Room'}]}"
pseudo.pseudo_temple_strongbox_1,Has Room: Strongbox Chamber (Tier 1),pseudo,"{'options': [{'id': 1, 'text': 'Open Room'}, {'id': 2, 'text': 'Closed Room'}]}"
pseudo.pseudo_temple_strongbox_2,Has Room: Hall of Locks (Tier 2),pseudo,"{'options': [{'id': 1, 'text': 'Open Room'}, {'id': 2, 'text': 'Closed Room'}]}"
pseudo.pseudo_temple_strongbox_3,Has Room: Court of Sealed Death (Tier 3),pseudo,"{'options': [{'id': 1, 'text': 'Open Room'}, {'id': 2, 'text': 'Closed Room'}]}"
pseudo.pseudo_temple_legion_1,Has Room: Hall of Mettle (Tier 1),pseudo,"{'options': [{'id': 1, 'text': 'Open Room'}, {'id': 2, 'text': 'Closed Room'}]}"
pseudo.pseudo_temple_legion_2,Has Room: Hall of Heroes (Tier 2),pseudo,"{'options': [{'id': 1, 'text': 'Open Room'}, {'id': 2, 'text': 'Closed Room'}]}"
pseudo.pseudo_temple_legion_3,Has Room: Hall of Legends (Tier 3),pseudo,"{'options': [{'id': 1, 'text': 'Open Room'}, {'id': 2, 'text': 'Closed Room'}]}"
pseudo.pseudo_logbook_faction_druids,Has Logbook Faction: Druids of the Broken Circle,pseudo,
pseudo.pseudo_logbook_faction_mercenaries,Has Logbook Faction: Black Scythe Mercenaries,pseudo,
pseudo.pseudo_logbook_faction_order,Has Logbook Faction: Order of the Chalice,pseudo,
pseudo.pseudo_logbook_faction_knights,Has Logbook Faction: Knights of the Sun,pseudo,
pseudo.pseudo_logbook_area_battleground_graves,Has Logbook Area: Battleground Graves,pseudo,
pseudo.pseudo_logbook_area_karui_wargraves,Has Logbook Area: Karui Wargraves,pseudo,
pseudo.pseudo_logbook_area_bluffs,Has Logbook Area: Bluffs,pseudo,
pseudo.pseudo_logbook_area_rotting_temple,Has Logbook Area: Rotting Temple,pseudo,
pseudo.pseudo_logbook_area_shipwreck_reef,Has Logbook Area: Shipwreck Reef,pseudo,
pseudo.pseudo_logbook_area_cemetery,Has Logbook Area: Cemetery,pseudo,
pseudo.pseudo_logbook_area_sarn_slums,Has Logbook Area: Sarn Slums,pseudo,
pseudo.pseudo_logbook_area_dried_riverbed,Has Logbook Area: Dried Riverbed,pseudo,
pseudo.pseudo_logbook_area_mountainside,Has Logbook Area: Mountainside,pseudo,
pseudo.pseudo_logbook_area_forest_ruins,Has Logbook Area: Forest Ruins,pseudo,
pseudo.pseudo_logbook_area_desert_ruins,Has Logbook Area: Desert Ruins,pseudo,
pseudo.pseudo_logbook_area_vaal_temple,Has Logbook Area: Vaal Temple,pseudo,
pseudo.pseudo_logbook_area_utzaal_outskirts,Has Logbook Area: Utzaal Outskirts,pseudo,
pseudo.pseudo_logbook_area_scrublands,Has Logbook Area: Scrublands,pseudo,
pseudo.pseudo_logbook_area_volcano,Has Logbook Area: Volcanic Island,pseudo,
pseudo.lake_62572,Reflection of Breach (Difficulty #),pseudo,
pseudo.lake_27117,Reflection of the Dream (Difficulty #),pseudo,
pseudo.lake_62935,Reflection of the Breachlord (Difficulty #),pseudo,
pseudo.lake_22138,Reflection of Delirium (Difficulty #),pseudo,
pseudo.lake_42468,Reflection of Flame (Difficulty #),pseudo,
pseudo.lake_35395,Reflection of Camaraderie (Difficulty #),pseudo,
pseudo.lake_1931,Reflection of Conflict (Difficulty #),pseudo,
pseudo.lake_35950,Reflection of Power (Difficulty #),pseudo,
pseudo.lake_60981,Reflection of Tyranny (Difficulty #),pseudo,
pseudo.lake_38110,Reflection of Frost (Difficulty #),pseudo,
pseudo.lake_2745,Reflection of the Storm (Difficulty #),pseudo,
pseudo.lake_29096,Reflection of Brutality (Difficulty #),pseudo,
pseudo.lake_50834,Reflection of Chaos (Difficulty #),pseudo,
pseudo.lake_48307,Reflection of Ambush (Difficulty #),pseudo,
pseudo.lake_44399,Reflection of Entrapment (Difficulty #),pseudo,
pseudo.lake_46772,Reflection of the Trove (Difficulty #),pseudo,
pseudo.lake_49862,Reflection of Essence (Difficulty #),pseudo,
pseudo.lake_10363,Reflection of Imprisonment (Difficulty #),pseudo,
pseudo.lake_26813,Reflection of Thralldom (Difficulty #),pseudo,
pseudo.lake_37203,Reflection of the Harbingers (Difficulty #),pseudo,
pseudo.lake_49488,Reflection of Fractured Dimensions (Difficulty #),pseudo,
pseudo.lake_7674,Reflection of Phaaryl (Difficulty #),pseudo,
pseudo.lake_63412,Reflection of Domination (Difficulty #),pseudo,
pseudo.lake_24451,Reflection of Occultism (Difficulty #),pseudo,
pseudo.lake_27678,Reflection of Perverted Faith (Difficulty #),pseudo,
pseudo.lake_36591,Reflection of Kalandra (Difficulty #),pseudo,
pseudo.lake_3699,Reflection of Metamorph (Difficulty #),pseudo,
pseudo.lake_57850,Reflection of Catalysis (Difficulty #),pseudo,
pseudo.lake_55676,Reflection of Experimentation (Difficulty #),pseudo,
pseudo.lake_38892,Reflection of Abyss (Difficulty #),pseudo,
pseudo.lake_57101,Reflection of the Chasm (Difficulty #),pseudo,
pseudo.lake_34457,Reflection of Darkness (Difficulty #),pseudo,
pseudo.lake_55569,Reflection of Bestiary (Difficulty #),pseudo,
pseudo.lake_18816,Reflection of the Hunter (Difficulty #),pseudo,
pseudo.lake_29224,Reflection of the Wilderness (Difficulty #),pseudo,
pseudo.lake_43128,Reflection of the Broken Circle (Difficulty #),pseudo,
pseudo.lake_9662,Reflection of the Black Scythe (Difficulty #),pseudo,
pseudo.lake_64561,Reflection of the Chalice (Difficulty #),pseudo,
pseudo.lake_60034,Reflection of the Sun (Difficulty #),pseudo,
pseudo.lake_403,Reflection of Legion (Difficulty #),pseudo,
pseudo.lake_32968,Reflection of Stasis (Difficulty #),pseudo,
pseudo.lake_34796,Reflection of the Monolith (Difficulty #),pseudo,
pseudo.lake_62360,Reflection of Scourge (Difficulty #),pseudo,
pseudo.lake_28500,Reflection of Demonfire (Difficulty #),pseudo,
pseudo.lake_24232,Reflection of the Nightmare (Difficulty #),pseudo,
pseudo.lake_53950,Reflection of Torment (Difficulty #),pseudo,
pseudo.lake_25049,Reflection of Possession (Difficulty #),pseudo,
pseudo.lake_25480,Reflection of Guilt (Difficulty #),pseudo,
pseudo.lake_18737,Reflection of Delve (Difficulty #),pseudo,
pseudo.lake_45086,Reflection of Sulphite (Difficulty #),pseudo,
pseudo.lake_40031,Reflection of Azurite (Difficulty #),pseudo,
pseudo.lake_50846,Reflection of Paradise (Difficulty #),pseudo,
pseudo.lake_40794,Reflection of Angling (Difficulty #),pseudo,
explicit.stat_3299347043,# to maximum Life,explicit,
explicit.stat_4220027924,#% to Cold Resistance,explicit,
explicit.stat_3372524247,#% to Fire Resistance,explicit,
explicit.stat_1671376347,#% to Lightning Resistance,explicit,
explicit.stat_1050105434,# to maximum Mana,explicit,
explicit.stat_3261801346,# to Dexterity,explicit,
explicit.stat_328541901,# to Intelligence,explicit,
explicit.stat_3489782002,# to maximum Energy Shield,explicit,
explicit.stat_4080418644,# to Strength,explicit,
explicit.stat_2901986750,#% to all Elemental Resistances,explicit,
explicit.stat_3325883026,Regenerate # Life per second,explicit,
explicit.stat_3917489142,#% increased Rarity of Items found,explicit,
explicit.stat_2511217560,#% increased Stun and Block Recovery,explicit,
explicit.stat_1509134228,#% increased Physical Damage,explicit,
explicit.stat_2250533757,#% increased Movement Speed,explicit,
explicit.stat_3032590688,Adds # to # Physical Damage to Attacks,explicit,
explicit.stat_210067635,#% increased Attack Speed (Local),explicit,
explicit.stat_789117908,#% increased Mana Regeneration Rate,explicit,
explicit.stat_2923486259,#% to Chaos Resistance,explicit,
explicit.stat_4052037485,# to maximum Energy Shield (Local),explicit,
explicit.stat_803737631,# to Accuracy Rating,explicit,
explicit.stat_3556824919,#% to Global Critical Strike Multiplier,explicit,
explicit.stat_1940865751,Adds # to # Physical Damage (Local),explicit,
explicit.stat_2891184298,#% increased Cast Speed,explicit,
explicit.stat_681332047,#% increased Attack Speed,explicit,
explicit.stat_983749596,#% increased maximum Life,explicit,
explicit.stat_2974417149,#% increased Spell Damage,explicit,
explicit.stat_124859000,#% increased Evasion Rating (Local),explicit,
explicit.stat_1573130764,Adds # to # Fire Damage to Attacks,explicit,
explicit.stat_1754445556,Adds # to # Lightning Damage to Attacks,explicit,
explicit.stat_3962278098,#% increased Fire Damage,explicit,
explicit.stat_2144192055,# to Evasion Rating,explicit,
explicit.stat_4015621042,#% increased Energy Shield (Local),explicit,
explicit.stat_2482852589,#% increased maximum Energy Shield,explicit,
explicit.stat_587431675,#% increased Global Critical Strike Chance,explicit,
explicit.stat_53045048,# to Evasion Rating (Local),explicit,
explicit.stat_1379411836,# to all Attributes,explicit,
explicit.stat_1062208444,#% increased Armour (Local),explicit,
explicit.stat_3484657501,# to Armour (Local),explicit,
explicit.stat_2231156303,#% increased Lightning Damage,explicit,
explicit.stat_387439868,#% increased Elemental Damage with Attack Skills,explicit,
explicit.stat_1263695895,#% increased Light Radius,explicit,
explicit.stat_3291658075,#% increased Cold Damage,explicit,
explicit.stat_2451402625,#% increased Armour and Evasion (Local),explicit,
explicit.stat_2375316951,#% increased Critical Strike Chance,explicit,
explicit.stat_3321629045,#% increased Armour and Energy Shield (Local),explicit,
explicit.stat_1037193709,Adds # to # Cold Damage (Local),explicit,
explicit.stat_3336890334,Adds # to # Lightning Damage (Local),explicit,
explicit.stat_709508406,Adds # to # Fire Damage (Local),explicit,
explicit.stat_3695891184,Gain # Life per Enemy Killed,explicit,
explicit.stat_95249895,#% more Monster Life,explicit,
explicit.stat_2517001139,#% increased Stun Duration on Enemies,explicit,
explicit.stat_1999113824,#% increased Evasion and Energy Shield (Local),explicit,
explicit.stat_809229260,# to Armour,explicit,
explicit.stat_1310194496,#% increased Global Physical Damage,explicit,
explicit.stat_3787436548,Historic,explicit,
explicit.stat_624954515,#% increased Global Accuracy Rating,explicit,
explicit.stat_1368271171,Gain # Mana per Enemy Killed,explicit,
explicit.stat_3759663284,#% increased Projectile Speed,explicit,
explicit.stat_3593843976,#% of Physical Attack Damage Leeched as Life,explicit,
explicit.stat_2748665614,#% increased maximum Mana,explicit,
explicit.stat_4067062424,Adds # to # Cold Damage to Attacks,explicit,
explicit.stat_3767873853,Reflects # Physical Damage to Melee Attackers,explicit,
explicit.stat_3237948413,#% of Physical Attack Damage Leeched as Mana,explicit,
explicit.stat_691932474,# to Accuracy Rating (Local),explicit,
explicit.stat_2866361420,#% increased Armour,explicit,
explicit.stat_2797971005,Gain # Life per Enemy Hit with Attacks,explicit,
explicit.stat_737908626,#% increased Critical Strike Chance for Spells,explicit,
explicit.stat_1839076647,#% increased Projectile Damage,explicit,
explicit.stat_2106365538,#% increased Evasion Rating,explicit,
explicit.stat_1443060084,#% reduced Enemy Stun Threshold,explicit,
explicit.stat_4251717817,#% increased Area Damage,explicit,
explicit.stat_1589917703,Minions deal #% increased Damage,explicit,
explicit.stat_2154246560,#% increased Damage,explicit,
explicit.stat_884586851,#% increased Quantity of Items found,explicit,
explicit.stat_770672621,Minions have #% increased maximum Life,explicit,
explicit.stat_1890519597,#% increased Monster Damage,explicit,
explicit.stat_3680664274,#% chance to Suppress Spell Damage,explicit,
explicit.stat_1175385867,#% increased Burning Damage,explicit,
explicit.stat_2843100721,# to Level of Socketed Gems,explicit,
explicit.stat_2488361432,#% increased Monster Cast Speed,explicit,
explicit.stat_1256719186,#% increased Duration,explicit,
explicit.stat_2831165374,Adds # to # Lightning Damage to Spells,explicit,
explicit.stat_2306522833,#% increased Monster Movement Speed,explicit,
explicit.stat_1133016593,Adds # to # Fire Damage to Spells,explicit,
explicit.stat_1913583994,#% increased Monster Attack Speed,explicit,
explicit.stat_1335054179,#% chance to Ignite,explicit,
explicit.stat_967627487,#% increased Damage over Time,explicit,
explicit.stat_1290399200,#% increased Damage with Poison,explicit,
explicit.stat_3350803563,Monsters Poison on Hit,explicit,
explicit.stat_4253454700,#% Chance to Block (Shields),explicit,
explicit.stat_821021828,Grants # Life per Enemy Hit,explicit,
explicit.stat_474294393,#% reduced Mana Cost of Skills,explicit,
explicit.stat_1294118672,#% increased Damage with Bleeding,explicit,
explicit.stat_280731498,#% increased Area of Effect,explicit,
explicit.stat_1309819744,Monsters fire # additional Projectiles,explicit,
explicit.stat_1026390635,Players cannot inflict Exposure,explicit,
explicit.stat_2469416729,Adds # to # Cold Damage to Spells,explicit,
explicit.stat_124877078,Unique Boss deals #% increased Damage,explicit,
explicit.stat_3639275092,#% increased Attribute Requirements,explicit,
explicit.stat_3873704640,#% more Magic Monsters,explicit,
explicit.stat_1923879260,Attacks have #% chance to cause Bleeding,explicit,
explicit.stat_3183973644,Monsters' skills Chain # additional times,explicit,
explicit.stat_406353061,Monsters have #% chance to gain a Power Charge on Hit,explicit,
explicit.stat_1000591322,Area contains many Totems,explicit,
explicit.stat_1538773178,#% chance to Shock,explicit,
explicit.stat_1497673356,Monsters deal #% extra Physical Damage as Fire,explicit,
explicit.stat_1708461270,Monsters have #% increased Area of Effect,explicit,
explicit.stat_687813731,Monsters have #% chance to gain an Endurance Charge on Hit,explicit,
explicit.stat_3441501978,#% to Fire and Lightning Resistances,explicit,
explicit.stat_3376488707,#% maximum Player Resistances,explicit,
explicit.stat_2109106920,Unique Boss has #% increased Attack and Cast Speed,explicit,
explicit.stat_3040667106,Unique Boss has #% increased Area of Effect,explicit,
explicit.stat_2915988346,#% to Fire and Cold Resistances,explicit,
explicit.stat_4103440490,Players are Cursed with Enfeeble,explicit,
explicit.stat_2672805335,#% increased Attack and Cast Speed,explicit,
explicit.stat_1959158336,Unique Boss has #% increased Life,explicit,
explicit.stat_2753083623,Monsters have #% increased Critical Strike Chance,explicit,
explicit.stat_4291461939,Regenerate # Mana per second,explicit,
explicit.stat_3448216135,Monsters deal #% extra Physical Damage as Cold,explicit,
explicit.stat_2549889921,Players gain #% reduced Flask Charges,explicit,
explicit.stat_57326096,#% to Monster Critical Strike Multiplier,explicit,
explicit.stat_3741323227,#% increased Flask Effect Duration,explicit,
explicit.stat_839186746,+#% Monster Physical Damage Reduction,explicit,
explicit.stat_1588049749,Monsters have #% increased Accuracy Rating,explicit,
explicit.stat_1054098949,+#% Monster Elemental Resistances,explicit,
explicit.stat_337935900,Monsters take #% reduced Extra Damage from Critical Strikes,explicit,
explicit.stat_1742567045,Monsters have #% chance to gain a Frenzy Charge on Hit,explicit,
explicit.stat_388617051,#% increased Charges per use,explicit,
explicit.stat_286947568,Players Prevent #% of Suppressed Spell Damage,explicit,
explicit.stat_4277795662,#% to Cold and Lightning Resistances,explicit,
explicit.stat_1366534040,Players are Cursed with Vulnerability,explicit,
explicit.stat_2309614417,#% chance to Freeze,explicit,
explicit.stat_4181072906,Players have #% less Recovery Rate of Life and Energy Shield,explicit,
explicit.stat_322206271,Monsters have #% chance to Avoid Elemental Ailments,explicit,
explicit.stat_1535626285,# to Strength and Intelligence,explicit,
explicit.stat_1002362373,#% increased Melee Damage,explicit,
explicit.stat_736967255,#% increased Chaos Damage,explicit,
explicit.stat_365540634,+#% Monster Chaos Resistance,explicit,
explicit.stat_1444556985,#% of Damage taken Recouped as Life,explicit,
explicit.stat_3988349707,#% to Damage over Time Multiplier,explicit,
explicit.stat_1811604576,Added Small Passive Skills also grant: #% to Chaos Resistance,explicit,
explicit.stat_3550168289,Area is inhabited by # additional Rogue Exile,explicit,
explicit.stat_2339757871,#% increased Energy Shield Recharge Rate,explicit,
explicit.stat_538848803,# to Strength and Dexterity,explicit,
explicit.stat_3796523155,#% less effect of Curses on Monsters,explicit,
explicit.stat_3885634897,#% chance to Poison on Hit (Local),explicit,
explicit.stat_2300185227,# to Dexterity and Intelligence,explicit,
explicit.stat_2669029667,Added Small Passive Skills also grant: #% to all Elemental Resistances,explicit,
explicit.stat_558910024,Players are Cursed with Elemental Weakness,explicit,
explicit.stat_144665660,"Monsters have a #% chance to avoid Poison, Impale, and Bleeding",explicit,
explicit.stat_700317374,#% increased Amount Recovered,explicit,
explicit.stat_55876295,#% of Physical Attack Damage Leeched as Life (Local),explicit,
explicit.stat_3416853625,Monsters deal #% extra Physical Damage as Lightning,explicit,
explicit.stat_2450628570,Players have #% increased effect of Non-Curse Auras from Skills,explicit,
explicit.stat_1790411851,Added Small Passive Skills also grant: #% to Fire Resistance,explicit,
explicit.stat_724930776,Added Small Passive Skills also grant: # to Intelligence,explicit,
explicit.stat_2090413987,Added Small Passive Skills also grant: # to Dexterity,explicit,
explicit.stat_4036575250,Added Small Passive Skills also grant: # to All Attributes,explicit,
explicit.stat_3721672021,Added Small Passive Skills also grant: Regenerate #% of Life per Second,explicit,
explicit.stat_1782086450,#% faster start of Energy Shield Recharge,explicit,
explicit.stat_2553656203,Monsters have a #% chance to cause Elemental Ailments on Hit,explicit,
explicit.stat_4237190083,#% increased Mana Reservation Efficiency of Skills,explicit,
explicit.stat_3561450806,Area has increased monster variety,explicit,
explicit.stat_3441651621,# Physical Damage taken from Attack Hits,explicit,
explicit.stat_3258414199,Added Small Passive Skills also grant: # to Strength,explicit,
explicit.stat_2166444903,#% Chance to Block Attack Damage while Dual Wielding,explicit,
explicit.stat_2887760183,Monsters gain #% of Maximum Life as Extra Maximum Energy Shield,explicit,
explicit.stat_51994685,#% increased Flask Life Recovery rate,explicit,
explicit.stat_561307714,#% Chance to Block Spell Damage,explicit,
explicit.stat_1086147743,#% increased Ignite Duration on Enemies,explicit,
explicit.stat_2250780084,Added Small Passive Skills also grant: #% to Lightning Resistance,explicit,
explicit.stat_798009319,Monsters' Action Speed cannot be modified to below base value,explicit,
explicit.stat_1041951480,Monsters cannot be Stunned,explicit,
explicit.stat_829382474,# to Level of Socketed Melee Gems,explicit,
explicit.stat_816367946,All Monster Damage from Hits always Ignites,explicit,
explicit.stat_3819827377,Added Small Passive Skills also grant: # to Maximum Life,explicit,
explicit.stat_3793155082,#% increased number of Rare Monsters,explicit,
explicit.stat_1719521705,Added Small Passive Skills also grant: #% increased Damage,explicit,
explicit.stat_4249220643,#% increased Attack Speed while Dual Wielding,explicit,
explicit.stat_3403461239,Extra gore,explicit,
explicit.stat_2643685329,Added Small Passive Skills also grant: # to Maximum Energy Shield,explicit,
explicit.stat_674553446,Adds # to # Chaos Damage to Attacks,explicit,
explicit.stat_799271621,Area contains two Unique Bosses,explicit,
explicit.stat_2764017512,Monsters reflect #% of Elemental Damage,explicit,
explicit.stat_2011656677,#% increased Poison Duration,explicit,
explicit.stat_1541224187,Monsters have #% chance to Impale with Attacks,explicit,
explicit.stat_3196823591,#% increased Charge Recovery,explicit,
explicit.stat_3141070085,#% increased Elemental Damage,explicit,
explicit.stat_3407849389,#% reduced Effect of Curses on you,explicit,
explicit.stat_4154059009,Monsters are Hexproof,explicit,
explicit.stat_3464419871,Monsters reflect #% of Physical Damage,explicit,
explicit.stat_4100161067,Added Small Passive Skills also grant: # to Evasion,explicit,
explicit.stat_686254215,#% increased Totem Life,explicit,
explicit.stat_3667574329,Players have #% more Accuracy Rating,explicit,
